City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,<tr>,<td>,</td>,</tr>,<tr><td>City_ID</td><td>City</td><td>Cloudiness</td><td>Country</td><td>Date</td><td>Humidity</td><td>Lat</td><td>Lng</td><td>Max Temp</td><td>Wind Speed</td></tr>,,,,,<tr><td>City_ID</td><td>City</td><td>Cloudiness</td><td>Country</td><td>Date</td><td>Humidity</td><td>Lat</td><td>Lng</td><td>Max Temp</td><td>Wind Speed</td></tr>
121,Klaksvik,75,FO, 03/15/2021,93,62.2266,-6.589,41,8.05,<tr>,<td>,</td>,</tr>,<tr><td>121</td><td>Klaksvik</td><td>75</td><td>FO</td><td> 03/15/2021</td><td>93</td><td>62.2266</td><td>-6.589</td><td>41</td><td>8.05</td></tr>,,,,,<tr><td>121</td><td>Klaksvik</td><td>75</td><td>FO</td><td> 03/15/2021</td><td>93</td><td>62.2266</td><td>-6.589</td><td>41</td><td>8.05</td></tr>
122,Pangnirtung,1,CA, 03/15/2021,76,66.1451,-65.7125,-20.2,2.17,<tr>,<td>,</td>,</tr>,<tr><td>122</td><td>Pangnirtung</td><td>1</td><td>CA</td><td> 03/15/2021</td><td>76</td><td>66.1451</td><td>-65.7125</td><td>-20.2</td><td>2.17</td></tr>,,,,,<tr><td>122</td><td>Pangnirtung</td><td>1</td><td>CA</td><td> 03/15/2021</td><td>76</td><td>66.1451</td><td>-65.7125</td><td>-20.2</td><td>2.17</td></tr>
123,Cabo San Lucas,20,MX, 03/15/2021,40,22.8909,-109.9124,80.01,10.36,<tr>,<td>,</td>,</tr>,<tr><td>123</td><td>Cabo San Lucas</td><td>20</td><td>MX</td><td> 03/15/2021</td><td>40</td><td>22.8909</td><td>-109.9124</td><td>80.01</td><td>10.36</td></tr>,,,,,<tr><td>123</td><td>Cabo San Lucas</td><td>20</td><td>MX</td><td> 03/15/2021</td><td>40</td><td>22.8909</td><td>-109.9124</td><td>80.01</td><td>10.36</td></tr>
124,Tuatapere,76,NZ, 03/15/2021,91,-46.1333,167.6833,48,7,<tr>,<td>,</td>,</tr>,<tr><td>124</td><td>Tuatapere</td><td>76</td><td>NZ</td><td> 03/15/2021</td><td>91</td><td>-46.1333</td><td>167.6833</td><td>48</td><td>7</td></tr>,,,,,<tr><td>124</td><td>Tuatapere</td><td>76</td><td>NZ</td><td> 03/15/2021</td><td>91</td><td>-46.1333</td><td>167.6833</td><td>48</td><td>7</td></tr>
125,Dalen,37,NL, 03/15/2021,83,52.6992,6.7556,43,4,<tr>,<td>,</td>,</tr>,<tr><td>125</td><td>Dalen</td><td>37</td><td>NL</td><td> 03/15/2021</td><td>83</td><td>52.6992</td><td>6.7556</td><td>43</td><td>4</td></tr>,,,,,<tr><td>125</td><td>Dalen</td><td>37</td><td>NL</td><td> 03/15/2021</td><td>83</td><td>52.6992</td><td>6.7556</td><td>43</td><td>4</td></tr>
126,Bacabal,99,BR, 03/15/2021,91,-4.2917,-44.7917,80.89,4.43,<tr>,<td>,</td>,</tr>,<tr><td>126</td><td>Bacabal</td><td>99</td><td>BR</td><td> 03/15/2021</td><td>91</td><td>-4.2917</td><td>-44.7917</td><td>80.89</td><td>4.43</td></tr>,,,,,<tr><td>126</td><td>Bacabal</td><td>99</td><td>BR</td><td> 03/15/2021</td><td>91</td><td>-4.2917</td><td>-44.7917</td><td>80.89</td><td>4.43</td></tr>
127,Beloha,0,MG, 03/15/2021,74,-25.1667,45.05,76.06,11.97,<tr>,<td>,</td>,</tr>,<tr><td>127</td><td>Beloha</td><td>0</td><td>MG</td><td> 03/15/2021</td><td>74</td><td>-25.1667</td><td>45.05</td><td>76.06</td><td>11.97</td></tr>,,,,,<tr><td>127</td><td>Beloha</td><td>0</td><td>MG</td><td> 03/15/2021</td><td>74</td><td>-25.1667</td><td>45.05</td><td>76.06</td><td>11.97</td></tr>
128,Dunedin,41,NZ, 03/15/2021,69,-45.8742,170.5036,52,20,<tr>,<td>,</td>,</tr>,<tr><td>128</td><td>Dunedin</td><td>41</td><td>NZ</td><td> 03/15/2021</td><td>69</td><td>-45.8742</td><td>170.5036</td><td>52</td><td>20</td></tr>,,,,,<tr><td>128</td><td>Dunedin</td><td>41</td><td>NZ</td><td> 03/15/2021</td><td>69</td><td>-45.8742</td><td>170.5036</td><td>52</td><td>20</td></tr>
129,Ginir,69,ET, 03/15/2021,88,7.1333,40.7,58.68,4.36,<tr>,<td>,</td>,</tr>,<tr><td>129</td><td>Ginir</td><td>69</td><td>ET</td><td> 03/15/2021</td><td>88</td><td>7.1333</td><td>40.7</td><td>58.68</td><td>4.36</td></tr>,,,,,<tr><td>129</td><td>Ginir</td><td>69</td><td>ET</td><td> 03/15/2021</td><td>88</td><td>7.1333</td><td>40.7</td><td>58.68</td><td>4.36</td></tr>
130,Vao,50,NC, 03/15/2021,82,-22.6667,167.4833,76.15,12.39,<tr>,<td>,</td>,</tr>,<tr><td>130</td><td>Vao</td><td>50</td><td>NC</td><td> 03/15/2021</td><td>82</td><td>-22.6667</td><td>167.4833</td><td>76.15</td><td>12.39</td></tr>,,,,,<tr><td>130</td><td>Vao</td><td>50</td><td>NC</td><td> 03/15/2021</td><td>82</td><td>-22.6667</td><td>167.4833</td><td>76.15</td><td>12.39</td></tr>
131,Mandali,87,IQ, 03/15/2021,31,33.7499,45.5541,67.68,7.65,<tr>,<td>,</td>,</tr>,<tr><td>131</td><td>Mandali</td><td>87</td><td>IQ</td><td> 03/15/2021</td><td>31</td><td>33.7499</td><td>45.5541</td><td>67.68</td><td>7.65</td></tr>,,,,,<tr><td>131</td><td>Mandali</td><td>87</td><td>IQ</td><td> 03/15/2021</td><td>31</td><td>33.7499</td><td>45.5541</td><td>67.68</td><td>7.65</td></tr>
132,Hatillo,75,PR, 03/15/2021,65,18.4863,-66.8254,80.6,16.11,<tr>,<td>,</td>,</tr>,<tr><td>132</td><td>Hatillo</td><td>75</td><td>PR</td><td> 03/15/2021</td><td>65</td><td>18.4863</td><td>-66.8254</td><td>80.6</td><td>16.11</td></tr>,,,,,<tr><td>132</td><td>Hatillo</td><td>75</td><td>PR</td><td> 03/15/2021</td><td>65</td><td>18.4863</td><td>-66.8254</td><td>80.6</td><td>16.11</td></tr>
133,Hasaki,40,JP, 03/15/2021,93,35.7333,140.8333,37.4,3.44,<tr>,<td>,</td>,</tr>,<tr><td>133</td><td>Hasaki</td><td>40</td><td>JP</td><td> 03/15/2021</td><td>93</td><td>35.7333</td><td>140.8333</td><td>37.4</td><td>3.44</td></tr>,,,,,<tr><td>133</td><td>Hasaki</td><td>40</td><td>JP</td><td> 03/15/2021</td><td>93</td><td>35.7333</td><td>140.8333</td><td>37.4</td><td>3.44</td></tr>
134,Grand Gaube,22,MU, 03/15/2021,80,-20.0064,57.6608,80.01,1.99,<tr>,<td>,</td>,</tr>,<tr><td>134</td><td>Grand Gaube</td><td>22</td><td>MU</td><td> 03/15/2021</td><td>80</td><td>-20.0064</td><td>57.6608</td><td>80.01</td><td>1.99</td></tr>,,,,,<tr><td>134</td><td>Grand Gaube</td><td>22</td><td>MU</td><td> 03/15/2021</td><td>80</td><td>-20.0064</td><td>57.6608</td><td>80.01</td><td>1.99</td></tr>
135,Norman Wells,90,CA, 03/15/2021,77,65.282,-126.8329,-7.6,8.05,<tr>,<td>,</td>,</tr>,<tr><td>135</td><td>Norman Wells</td><td>90</td><td>CA</td><td> 03/15/2021</td><td>77</td><td>65.282</td><td>-126.8329</td><td>-7.6</td><td>8.05</td></tr>,,,,,<tr><td>135</td><td>Norman Wells</td><td>90</td><td>CA</td><td> 03/15/2021</td><td>77</td><td>65.282</td><td>-126.8329</td><td>-7.6</td><td>8.05</td></tr>
136,Tura,0,IN, 03/15/2021,33,25.5198,90.2201,69.76,3.22,<tr>,<td>,</td>,</tr>,<tr><td>136</td><td>Tura</td><td>0</td><td>IN</td><td> 03/15/2021</td><td>33</td><td>25.5198</td><td>90.2201</td><td>69.76</td><td>3.22</td></tr>,,,,,<tr><td>136</td><td>Tura</td><td>0</td><td>IN</td><td> 03/15/2021</td><td>33</td><td>25.5198</td><td>90.2201</td><td>69.76</td><td>3.22</td></tr>
137,Chuy,50,UY, 03/15/2021,72,-33.6971,-53.4616,73.2,10.56,<tr>,<td>,</td>,</tr>,<tr><td>137</td><td>Chuy</td><td>50</td><td>UY</td><td> 03/15/2021</td><td>72</td><td>-33.6971</td><td>-53.4616</td><td>73.2</td><td>10.56</td></tr>,,,,,<tr><td>137</td><td>Chuy</td><td>50</td><td>UY</td><td> 03/15/2021</td><td>72</td><td>-33.6971</td><td>-53.4616</td><td>73.2</td><td>10.56</td></tr>
138,Coihaique,20,CL, 03/15/2021,45,-45.5752,-72.0662,64.4,10.36,<tr>,<td>,</td>,</tr>,<tr><td>138</td><td>Coihaique</td><td>20</td><td>CL</td><td> 03/15/2021</td><td>45</td><td>-45.5752</td><td>-72.0662</td><td>64.4</td><td>10.36</td></tr>,,,,,<tr><td>138</td><td>Coihaique</td><td>20</td><td>CL</td><td> 03/15/2021</td><td>45</td><td>-45.5752</td><td>-72.0662</td><td>64.4</td><td>10.36</td></tr>
139,Garowe,100,SO, 03/15/2021,78,8.4054,48.4845,72.86,14.43,<tr>,<td>,</td>,</tr>,<tr><td>139</td><td>Garowe</td><td>100</td><td>SO</td><td> 03/15/2021</td><td>78</td><td>8.4054</td><td>48.4845</td><td>72.86</td><td>14.43</td></tr>,,,,,<tr><td>139</td><td>Garowe</td><td>100</td><td>SO</td><td> 03/15/2021</td><td>78</td><td>8.4054</td><td>48.4845</td><td>72.86</td><td>14.43</td></tr>
140,Vostok,100,RU, 03/15/2021,97,46.4856,135.8833,26.02,3.22,<tr>,<td>,</td>,</tr>,<tr><td>140</td><td>Vostok</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>97</td><td>46.4856</td><td>135.8833</td><td>26.02</td><td>3.22</td></tr>,,,,,<tr><td>140</td><td>Vostok</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>97</td><td>46.4856</td><td>135.8833</td><td>26.02</td><td>3.22</td></tr>
141,Kutum,1,SD, 03/15/2021,15,14.2,24.6667,76.98,12.71,<tr>,<td>,</td>,</tr>,<tr><td>141</td><td>Kutum</td><td>1</td><td>SD</td><td> 03/15/2021</td><td>15</td><td>14.2</td><td>24.6667</td><td>76.98</td><td>12.71</td></tr>,,,,,<tr><td>141</td><td>Kutum</td><td>1</td><td>SD</td><td> 03/15/2021</td><td>15</td><td>14.2</td><td>24.6667</td><td>76.98</td><td>12.71</td></tr>
142,Ardesen,90,TR, 03/15/2021,44,41.1911,40.9875,59,6.91,<tr>,<td>,</td>,</tr>,<tr><td>142</td><td>Ardesen</td><td>90</td><td>TR</td><td> 03/15/2021</td><td>44</td><td>41.1911</td><td>40.9875</td><td>59</td><td>6.91</td></tr>,,,,,<tr><td>142</td><td>Ardesen</td><td>90</td><td>TR</td><td> 03/15/2021</td><td>44</td><td>41.1911</td><td>40.9875</td><td>59</td><td>6.91</td></tr>
143,Provideniya,90,RU, 03/15/2021,92,64.3833,-173.3,10.4,5.64,<tr>,<td>,</td>,</tr>,<tr><td>143</td><td>Provideniya</td><td>90</td><td>RU</td><td> 03/15/2021</td><td>92</td><td>64.3833</td><td>-173.3</td><td>10.4</td><td>5.64</td></tr>,,,,,<tr><td>143</td><td>Provideniya</td><td>90</td><td>RU</td><td> 03/15/2021</td><td>92</td><td>64.3833</td><td>-173.3</td><td>10.4</td><td>5.64</td></tr>
144,Fethiye,75,TR, 03/15/2021,82,36.6217,29.1164,60.8,25.32,<tr>,<td>,</td>,</tr>,<tr><td>144</td><td>Fethiye</td><td>75</td><td>TR</td><td> 03/15/2021</td><td>82</td><td>36.6217</td><td>29.1164</td><td>60.8</td><td>25.32</td></tr>,,,,,<tr><td>144</td><td>Fethiye</td><td>75</td><td>TR</td><td> 03/15/2021</td><td>82</td><td>36.6217</td><td>29.1164</td><td>60.8</td><td>25.32</td></tr>
145,Phan Thiet,6,VN, 03/15/2021,87,10.9333,108.1,70,4.52,<tr>,<td>,</td>,</tr>,<tr><td>145</td><td>Phan Thiet</td><td>6</td><td>VN</td><td> 03/15/2021</td><td>87</td><td>10.9333</td><td>108.1</td><td>70</td><td>4.52</td></tr>,,,,,<tr><td>145</td><td>Phan Thiet</td><td>6</td><td>VN</td><td> 03/15/2021</td><td>87</td><td>10.9333</td><td>108.1</td><td>70</td><td>4.52</td></tr>
146,Kruisfontein,100,ZA, 03/15/2021,90,-34.0033,24.7314,64.99,9.64,<tr>,<td>,</td>,</tr>,<tr><td>146</td><td>Kruisfontein</td><td>100</td><td>ZA</td><td> 03/15/2021</td><td>90</td><td>-34.0033</td><td>24.7314</td><td>64.99</td><td>9.64</td></tr>,,,,,<tr><td>146</td><td>Kruisfontein</td><td>100</td><td>ZA</td><td> 03/15/2021</td><td>90</td><td>-34.0033</td><td>24.7314</td><td>64.99</td><td>9.64</td></tr>
147,Tocopilla,14,CL, 03/15/2021,54,-22.092,-70.1979,73.4,6.85,<tr>,<td>,</td>,</tr>,<tr><td>147</td><td>Tocopilla</td><td>14</td><td>CL</td><td> 03/15/2021</td><td>54</td><td>-22.092</td><td>-70.1979</td><td>73.4</td><td>6.85</td></tr>,,,,,<tr><td>147</td><td>Tocopilla</td><td>14</td><td>CL</td><td> 03/15/2021</td><td>54</td><td>-22.092</td><td>-70.1979</td><td>73.4</td><td>6.85</td></tr>
148,Aldan,19,RU, 03/15/2021,88,58.6031,125.3894,-6.81,7.05,<tr>,<td>,</td>,</tr>,<tr><td>148</td><td>Aldan</td><td>19</td><td>RU</td><td> 03/15/2021</td><td>88</td><td>58.6031</td><td>125.3894</td><td>-6.81</td><td>7.05</td></tr>,,,,,<tr><td>148</td><td>Aldan</td><td>19</td><td>RU</td><td> 03/15/2021</td><td>88</td><td>58.6031</td><td>125.3894</td><td>-6.81</td><td>7.05</td></tr>
149,Kavaratti,92,IN, 03/15/2021,73,10.5669,72.642,82.47,10.4,<tr>,<td>,</td>,</tr>,<tr><td>149</td><td>Kavaratti</td><td>92</td><td>IN</td><td> 03/15/2021</td><td>73</td><td>10.5669</td><td>72.642</td><td>82.47</td><td>10.4</td></tr>,,,,,<tr><td>149</td><td>Kavaratti</td><td>92</td><td>IN</td><td> 03/15/2021</td><td>73</td><td>10.5669</td><td>72.642</td><td>82.47</td><td>10.4</td></tr>
150,Ayan,100,RU, 03/15/2021,91,56.45,138.1667,19.35,10.85,<tr>,<td>,</td>,</tr>,<tr><td>150</td><td>Ayan</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>91</td><td>56.45</td><td>138.1667</td><td>19.35</td><td>10.85</td></tr>,,,,,<tr><td>150</td><td>Ayan</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>91</td><td>56.45</td><td>138.1667</td><td>19.35</td><td>10.85</td></tr>
151,Virginia Beach,40,US, 03/15/2021,23,36.8529,-75.978,46.4,11.5,<tr>,<td>,</td>,</tr>,<tr><td>151</td><td>Virginia Beach</td><td>40</td><td>US</td><td> 03/15/2021</td><td>23</td><td>36.8529</td><td>-75.978</td><td>46.4</td><td>11.5</td></tr>,,,,,<tr><td>151</td><td>Virginia Beach</td><td>40</td><td>US</td><td> 03/15/2021</td><td>23</td><td>36.8529</td><td>-75.978</td><td>46.4</td><td>11.5</td></tr>
152,Ponta Do Sol,20,PT, 03/15/2021,67,32.6667,-17.1,62.6,18.41,<tr>,<td>,</td>,</tr>,<tr><td>152</td><td>Ponta Do Sol</td><td>20</td><td>PT</td><td> 03/15/2021</td><td>67</td><td>32.6667</td><td>-17.1</td><td>62.6</td><td>18.41</td></tr>,,,,,<tr><td>152</td><td>Ponta Do Sol</td><td>20</td><td>PT</td><td> 03/15/2021</td><td>67</td><td>32.6667</td><td>-17.1</td><td>62.6</td><td>18.41</td></tr>
153,Ribeira Grande,75,PT, 03/15/2021,94,38.5167,-28.7,60.8,6.91,<tr>,<td>,</td>,</tr>,<tr><td>153</td><td>Ribeira Grande</td><td>75</td><td>PT</td><td> 03/15/2021</td><td>94</td><td>38.5167</td><td>-28.7</td><td>60.8</td><td>6.91</td></tr>,,,,,<tr><td>153</td><td>Ribeira Grande</td><td>75</td><td>PT</td><td> 03/15/2021</td><td>94</td><td>38.5167</td><td>-28.7</td><td>60.8</td><td>6.91</td></tr>
154,Itarema,38,BR, 03/15/2021,72,-2.9248,-39.9167,81.99,10.25,<tr>,<td>,</td>,</tr>,<tr><td>154</td><td>Itarema</td><td>38</td><td>BR</td><td> 03/15/2021</td><td>72</td><td>-2.9248</td><td>-39.9167</td><td>81.99</td><td>10.25</td></tr>,,,,,<tr><td>154</td><td>Itarema</td><td>38</td><td>BR</td><td> 03/15/2021</td><td>72</td><td>-2.9248</td><td>-39.9167</td><td>81.99</td><td>10.25</td></tr>
155,Ascension,40,US, 03/15/2021,54,30.2169,-90.9001,84.2,13.8,<tr>,<td>,</td>,</tr>,<tr><td>155</td><td>Ascension</td><td>40</td><td>US</td><td> 03/15/2021</td><td>54</td><td>30.2169</td><td>-90.9001</td><td>84.2</td><td>13.8</td></tr>,,,,,<tr><td>155</td><td>Ascension</td><td>40</td><td>US</td><td> 03/15/2021</td><td>54</td><td>30.2169</td><td>-90.9001</td><td>84.2</td><td>13.8</td></tr>
156,Digras,0,IN, 03/15/2021,24,20.1167,77.7167,78.01,6.02,<tr>,<td>,</td>,</tr>,<tr><td>156</td><td>Digras</td><td>0</td><td>IN</td><td> 03/15/2021</td><td>24</td><td>20.1167</td><td>77.7167</td><td>78.01</td><td>6.02</td></tr>,,,,,<tr><td>156</td><td>Digras</td><td>0</td><td>IN</td><td> 03/15/2021</td><td>24</td><td>20.1167</td><td>77.7167</td><td>78.01</td><td>6.02</td></tr>
157,Saldanha,0,ZA, 03/15/2021,72,-33.0117,17.9442,64.4,11.5,<tr>,<td>,</td>,</tr>,<tr><td>157</td><td>Saldanha</td><td>0</td><td>ZA</td><td> 03/15/2021</td><td>72</td><td>-33.0117</td><td>17.9442</td><td>64.4</td><td>11.5</td></tr>,,,,,<tr><td>157</td><td>Saldanha</td><td>0</td><td>ZA</td><td> 03/15/2021</td><td>72</td><td>-33.0117</td><td>17.9442</td><td>64.4</td><td>11.5</td></tr>
158,Sayhat,0,SA, 03/15/2021,63,26.4852,50.0405,64.4,5.75,<tr>,<td>,</td>,</tr>,<tr><td>158</td><td>Sayhat</td><td>0</td><td>SA</td><td> 03/15/2021</td><td>63</td><td>26.4852</td><td>50.0405</td><td>64.4</td><td>5.75</td></tr>,,,,,<tr><td>158</td><td>Sayhat</td><td>0</td><td>SA</td><td> 03/15/2021</td><td>63</td><td>26.4852</td><td>50.0405</td><td>64.4</td><td>5.75</td></tr>
159,Khartoum,0,SD, 03/15/2021,13,15.5518,32.5324,88,12.91,<tr>,<td>,</td>,</tr>,<tr><td>159</td><td>Khartoum</td><td>0</td><td>SD</td><td> 03/15/2021</td><td>13</td><td>15.5518</td><td>32.5324</td><td>88</td><td>12.91</td></tr>,,,,,<tr><td>159</td><td>Khartoum</td><td>0</td><td>SD</td><td> 03/15/2021</td><td>13</td><td>15.5518</td><td>32.5324</td><td>88</td><td>12.91</td></tr>
160,La Rioja,75,ES, 03/15/2021,62,42.25,-2.5,50,5.75,<tr>,<td>,</td>,</tr>,<tr><td>160</td><td>La Rioja</td><td>75</td><td>ES</td><td> 03/15/2021</td><td>62</td><td>42.25</td><td>-2.5</td><td>50</td><td>5.75</td></tr>,,,,,<tr><td>160</td><td>La Rioja</td><td>75</td><td>ES</td><td> 03/15/2021</td><td>62</td><td>42.25</td><td>-2.5</td><td>50</td><td>5.75</td></tr>
161,Poquoson,75,US, 03/15/2021,42,37.1224,-76.3458,46,14.97,<tr>,<td>,</td>,</tr>,<tr><td>161</td><td>Poquoson</td><td>75</td><td>US</td><td> 03/15/2021</td><td>42</td><td>37.1224</td><td>-76.3458</td><td>46</td><td>14.97</td></tr>,,,,,<tr><td>161</td><td>Poquoson</td><td>75</td><td>US</td><td> 03/15/2021</td><td>42</td><td>37.1224</td><td>-76.3458</td><td>46</td><td>14.97</td></tr>
162,Lillehammer,93,NO, 03/15/2021,86,61.1146,10.4674,30.99,3.78,<tr>,<td>,</td>,</tr>,<tr><td>162</td><td>Lillehammer</td><td>93</td><td>NO</td><td> 03/15/2021</td><td>86</td><td>61.1146</td><td>10.4674</td><td>30.99</td><td>3.78</td></tr>,,,,,<tr><td>162</td><td>Lillehammer</td><td>93</td><td>NO</td><td> 03/15/2021</td><td>86</td><td>61.1146</td><td>10.4674</td><td>30.99</td><td>3.78</td></tr>
163,Yuli,79,NG, 03/15/2021,28,9.6989,10.2744,88.27,5.28,<tr>,<td>,</td>,</tr>,<tr><td>163</td><td>Yuli</td><td>79</td><td>NG</td><td> 03/15/2021</td><td>28</td><td>9.6989</td><td>10.2744</td><td>88.27</td><td>5.28</td></tr>,,,,,<tr><td>163</td><td>Yuli</td><td>79</td><td>NG</td><td> 03/15/2021</td><td>28</td><td>9.6989</td><td>10.2744</td><td>88.27</td><td>5.28</td></tr>
164,Genhe,0,CN, 03/15/2021,84,50.7833,121.5167,0.3,6.46,<tr>,<td>,</td>,</tr>,<tr><td>164</td><td>Genhe</td><td>0</td><td>CN</td><td> 03/15/2021</td><td>84</td><td>50.7833</td><td>121.5167</td><td>0.3</td><td>6.46</td></tr>,,,,,<tr><td>164</td><td>Genhe</td><td>0</td><td>CN</td><td> 03/15/2021</td><td>84</td><td>50.7833</td><td>121.5167</td><td>0.3</td><td>6.46</td></tr>
165,Denpasar,100,ID, 03/15/2021,94,-8.65,115.2167,77,2.3,<tr>,<td>,</td>,</tr>,<tr><td>165</td><td>Denpasar</td><td>100</td><td>ID</td><td> 03/15/2021</td><td>94</td><td>-8.65</td><td>115.2167</td><td>77</td><td>2.3</td></tr>,,,,,<tr><td>165</td><td>Denpasar</td><td>100</td><td>ID</td><td> 03/15/2021</td><td>94</td><td>-8.65</td><td>115.2167</td><td>77</td><td>2.3</td></tr>
166,Hay River,0,CA, 03/15/2021,56,60.8156,-115.7999,10.4,11.5,<tr>,<td>,</td>,</tr>,<tr><td>166</td><td>Hay River</td><td>0</td><td>CA</td><td> 03/15/2021</td><td>56</td><td>60.8156</td><td>-115.7999</td><td>10.4</td><td>11.5</td></tr>,,,,,<tr><td>166</td><td>Hay River</td><td>0</td><td>CA</td><td> 03/15/2021</td><td>56</td><td>60.8156</td><td>-115.7999</td><td>10.4</td><td>11.5</td></tr>
167,Airai,87,TL, 03/15/2021,92,-8.9266,125.4092,67.35,2.21,<tr>,<td>,</td>,</tr>,<tr><td>167</td><td>Airai</td><td>87</td><td>TL</td><td> 03/15/2021</td><td>92</td><td>-8.9266</td><td>125.4092</td><td>67.35</td><td>2.21</td></tr>,,,,,<tr><td>167</td><td>Airai</td><td>87</td><td>TL</td><td> 03/15/2021</td><td>92</td><td>-8.9266</td><td>125.4092</td><td>67.35</td><td>2.21</td></tr>
168,Leningradskiy,100,RU, 03/15/2021,87,69.3833,178.4167,-3.53,2.24,<tr>,<td>,</td>,</tr>,<tr><td>168</td><td>Leningradskiy</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>87</td><td>69.3833</td><td>178.4167</td><td>-3.53</td><td>2.24</td></tr>,,,,,<tr><td>168</td><td>Leningradskiy</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>87</td><td>69.3833</td><td>178.4167</td><td>-3.53</td><td>2.24</td></tr>
169,Carnarvon,48,AU, 03/15/2021,78,-24.8667,113.6333,80.6,8.05,<tr>,<td>,</td>,</tr>,<tr><td>169</td><td>Carnarvon</td><td>48</td><td>AU</td><td> 03/15/2021</td><td>78</td><td>-24.8667</td><td>113.6333</td><td>80.6</td><td>8.05</td></tr>,,,,,<tr><td>169</td><td>Carnarvon</td><td>48</td><td>AU</td><td> 03/15/2021</td><td>78</td><td>-24.8667</td><td>113.6333</td><td>80.6</td><td>8.05</td></tr>
170,Alihe,98,CN, 03/15/2021,80,50.5667,123.7167,9.63,12.48,<tr>,<td>,</td>,</tr>,<tr><td>170</td><td>Alihe</td><td>98</td><td>CN</td><td> 03/15/2021</td><td>80</td><td>50.5667</td><td>123.7167</td><td>9.63</td><td>12.48</td></tr>,,,,,<tr><td>170</td><td>Alihe</td><td>98</td><td>CN</td><td> 03/15/2021</td><td>80</td><td>50.5667</td><td>123.7167</td><td>9.63</td><td>12.48</td></tr>
171,Lebu,56,CL, 03/15/2021,74,-37.6167,-73.65,59.2,7.07,<tr>,<td>,</td>,</tr>,<tr><td>171</td><td>Lebu</td><td>56</td><td>CL</td><td> 03/15/2021</td><td>74</td><td>-37.6167</td><td>-73.65</td><td>59.2</td><td>7.07</td></tr>,,,,,<tr><td>171</td><td>Lebu</td><td>56</td><td>CL</td><td> 03/15/2021</td><td>74</td><td>-37.6167</td><td>-73.65</td><td>59.2</td><td>7.07</td></tr>
172,Pevek,100,RU, 03/15/2021,88,69.7008,170.3133,-7.22,6.96,<tr>,<td>,</td>,</tr>,<tr><td>172</td><td>Pevek</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>88</td><td>69.7008</td><td>170.3133</td><td>-7.22</td><td>6.96</td></tr>,,,,,<tr><td>172</td><td>Pevek</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>88</td><td>69.7008</td><td>170.3133</td><td>-7.22</td><td>6.96</td></tr>
173,Dossor,0,KZ, 03/15/2021,83,47.5272,52.9811,28.49,15.97,<tr>,<td>,</td>,</tr>,<tr><td>173</td><td>Dossor</td><td>0</td><td>KZ</td><td> 03/15/2021</td><td>83</td><td>47.5272</td><td>52.9811</td><td>28.49</td><td>15.97</td></tr>,,,,,<tr><td>173</td><td>Dossor</td><td>0</td><td>KZ</td><td> 03/15/2021</td><td>83</td><td>47.5272</td><td>52.9811</td><td>28.49</td><td>15.97</td></tr>
174,Jumla,30,NP, 03/15/2021,62,29.2747,82.1838,42.71,2.86,<tr>,<td>,</td>,</tr>,<tr><td>174</td><td>Jumla</td><td>30</td><td>NP</td><td> 03/15/2021</td><td>62</td><td>29.2747</td><td>82.1838</td><td>42.71</td><td>2.86</td></tr>,,,,,<tr><td>174</td><td>Jumla</td><td>30</td><td>NP</td><td> 03/15/2021</td><td>62</td><td>29.2747</td><td>82.1838</td><td>42.71</td><td>2.86</td></tr>
175,Severo-Kurilsk,100,RU, 03/15/2021,94,50.6789,156.125,36.01,20.71,<tr>,<td>,</td>,</tr>,<tr><td>175</td><td>Severo-Kurilsk</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>94</td><td>50.6789</td><td>156.125</td><td>36.01</td><td>20.71</td></tr>,,,,,<tr><td>175</td><td>Severo-Kurilsk</td><td>100</td><td>RU</td><td> 03/15/2021</td><td>94</td><td>50.6789</td><td>156.125</td><td>36.01</td><td>20.71</td></tr>
176,Tezu,55,IN, 03/15/2021,47,27.9167,96.1667,69.94,4.18,<tr>,<td>,</td>,</tr>,<tr><td>176</td><td>Tezu</td><td>55</td><td>IN</td><td> 03/15/2021</td><td>47</td><td>27.9167</td><td>96.1667</td><td>69.94</td><td>4.18</td></tr>,,,,,<tr><td>176</td><td>Tezu</td><td>55</td><td>IN</td><td> 03/15/2021</td><td>47</td><td>27.9167</td><td>96.1667</td><td>69.94</td><td>4.18</td></tr>
177,Visnes,20,NO, 03/15/2021,70,59.3556,5.2242,41,26.46,<tr>,<td>,</td>,</tr>,<tr><td>177</td><td>Visnes</td><td>20</td><td>NO</td><td> 03/15/2021</td><td>70</td><td>59.3556</td><td>5.2242</td><td>41</td><td>26.46</td></tr>,,,,,<tr><td>177</td><td>Visnes</td><td>20</td><td>NO</td><td> 03/15/2021</td><td>70</td><td>59.3556</td><td>5.2242</td><td>41</td><td>26.46</td></tr>
